time_step,workpiece_id,step_idx,workcell_id,production_time,actual_quality,qc_wc_1_results,qc_wc_1_time,qc_wc_2_results,qc_wc_2_time,qc_wc_3_results,qc_wc_3_time,qc_wc_4_results,qc_wc_4_time,qc_wc_5_results,qc_wc_5_time,qc_wc_6_results,qc_wc_6_time,qc_wc_7_results,qc_wc_7_time,qc_wc_8_results,qc_wc_8_time,qc_wc_9_results,qc_wc_9_time,qc_wc_10_results,qc_wc_10_time,qc_wc_11_results,qc_wc_11_time,qc_wc_12_results,qc_wc_12_time,qc_wc_13_results,qc_wc_13_time,qc_wc_14_results,qc_wc_14_time,qc_wc_15_results,qc_wc_15_time,qc_wc_16_results,qc_wc_16_time,qc_wc_17_results,qc_wc_17_time
274.0,wp_2,3.0,wc_3,76.0,"{'Pass': 50, 'Fail': 50}",['Fail'],40.0,['Pass'],34.0,['Fail'],31.0,['Pass'],27.0,['Fail'],25.0,['Pass'],21.0,['Fail'],29.0,['Pass'],28.0,['Pass'],23.0,['Pass'],23.0,['Pass'],29.0,['Pass'],40.0,['Pass'],38.0,['Pass'],23.0,['Pass'],23.0,['Fail'],39.0,['Pass'],29.0
323.0,wp_1,1.0,wc_1,60.0,"{'Pass': 15, 'Fail': 85}",['Fail'],33.0,['Pass'],21.0,['Fail'],27.0,['Fail'],25.0,['Fail'],21.0,['Fail'],21.0,['Fail'],24.0,['Fail'],38.0,['Fail'],34.0,['Fail'],22.0,['Pass'],24.0,['Fail'],25.0,['Fail'],20.0,['Fail'],32.0,['Fail'],29.0,['Fail'],34.0,['Pass'],25.0
350.0,wp_4,3.0,wc_3,52.0,"{'Pass': 17, 'Fail': 83}",['Fail'],24.0,['Fail'],40.0,['Fail'],25.0,['Fail'],22.0,['Pass'],32.0,['Fail'],30.0,['Fail'],30.0,['Fail'],35.0,['Fail'],35.0,['Fail'],37.0,['Fail'],20.0,['Fail'],29.0,['Fail'],23.0,['Fail'],38.0,['Fail'],24.0,['Fail'],34.0,['Fail'],22.0
323.0,wp_5,4.0,wc_4,79.0,"{'Pass': 82, 'Fail': 18}",['Pass'],24.0,['Fail'],31.0,['Pass'],28.0,['Pass'],35.0,['Pass'],22.0,['Pass'],20.0,['Pass'],23.0,['Pass'],29.0,['Pass'],28.0,['Pass'],37.0,['Fail'],30.0,['Pass'],36.0,['Pass'],36.0,['Fail'],38.0,['Pass'],36.0,['Pass'],32.0,['Pass'],27.0
340.0,wp_3,2.0,wc_2,65.0,"{'Pass': 50, 'Fail': 50}",['Pass'],25.0,['Fail'],24.0,['Pass'],39.0,['Fail'],27.0,['Fail'],26.0,['Pass'],37.0,['Pass'],22.0,['Fail'],37.0,['Fail'],27.0,['Fail'],33.0,['Fail'],25.0,['Pass'],33.0,['Pass'],39.0,['Pass'],38.0,['Pass'],31.0,['Fail'],36.0,['Pass'],28.0
384.0,wp_1,1.0,wc_1,60.0,"{'Pass': 78, 'Fail': 22}",['Fail'],35.0,['Pass'],39.0,['Pass'],23.0,['Pass'],32.0,['Pass'],22.0,['Pass'],23.0,['Pass'],32.0,['Pass'],38.0,['Pass'],39.0,['Pass'],33.0,['Pass'],21.0,['Pass'],24.0,['Pass'],22.0,['Pass'],38.0,['Fail'],25.0,['Pass'],20.0,['Fail'],20.0
403.0,wp_2,3.0,wc_3,50.0,"{'Pass': 12, 'Fail': 88}",['Fail'],40.0,['Fail'],22.0,['Fail'],37.0,['Fail'],37.0,['Fail'],37.0,['Fail'],36.0,['Fail'],28.0,['Fail'],24.0,['Fail'],28.0,['Fail'],32.0,['Pass'],24.0,['Fail'],31.0,['Fail'],31.0,['Fail'],37.0,['Fail'],35.0,['Fail'],40.0,['Fail'],37.0
405.0,wp_5,2.0,wc_2,58.0,"{'Pass': 92, 'Fail': 8}",['Pass'],34.0,['Pass'],33.0,['Fail'],26.0,['Pass'],35.0,['Pass'],34.0,['Pass'],20.0,['Pass'],30.0,['Pass'],26.0,['Pass'],23.0,['Fail'],36.0,['Pass'],35.0,['Pass'],37.0,['Pass'],40.0,['Pass'],39.0,['Pass'],20.0,['Pass'],35.0,['Pass'],26.0
403.0,wp_4,4.0,wc_4,79.0,"{'Pass': 50, 'Fail': 50}",['Fail'],24.0,['Pass'],24.0,['Pass'],27.0,['Fail'],37.0,['Fail'],38.0,['Pass'],25.0,['Fail'],30.0,['Pass'],39.0,['Fail'],28.0,['Pass'],30.0,['Fail'],21.0,['Pass'],32.0,['Pass'],30.0,['Pass'],36.0,['Fail'],26.0,['Fail'],20.0,['Fail'],32.0
453.0,wp_3,3.0,wc_3,52.0,"{'Pass': 20, 'Fail': 80}",['Fail'],38.0,['Fail'],27.0,['Fail'],26.0,['Pass'],23.0,['Fail'],39.0,['Fail'],27.0,['Fail'],36.0,['Fail'],27.0,['Pass'],38.0,['Fail'],28.0,['Pass'],22.0,['Fail'],35.0,['Fail'],29.0,['Fail'],25.0,['Pass'],39.0,['Fail'],20.0,['Fail'],26.0
464.0,wp_1,2.0,wc_2,64.0,"{'Pass': 21, 'Fail': 79}",['Fail'],37.0,['Fail'],20.0,['Pass'],32.0,['Fail'],27.0,['Fail'],28.0,['Fail'],35.0,['Pass'],38.0,['Fail'],24.0,['Pass'],26.0,['Fail'],33.0,['Fail'],22.0,['Fail'],38.0,['Fail'],24.0,['Pass'],21.0,['Fail'],40.0,['Fail'],29.0,['Fail'],33.0
483.0,wp_2,4.0,wc_4,54.0,"{'Pass': 77, 'Fail': 23}",['Pass'],26.0,['Pass'],22.0,['Pass'],25.0,['Pass'],26.0,['Pass'],34.0,['Pass'],20.0,['Pass'],40.0,['Pass'],38.0,['Pass'],26.0,['Pass'],34.0,['Pass'],30.0,['Fail'],39.0,['Pass'],31.0,['Pass'],35.0,['Pass'],39.0,['Pass'],28.0,['Pass'],32.0
505.0,wp_4,3.0,wc_3,72.0,"{'Pass': 16, 'Fail': 84}",['Fail'],26.0,['Fail'],32.0,['Fail'],31.0,['Pass'],26.0,['Fail'],40.0,['Pass'],34.0,['Fail'],21.0,['Pass'],35.0,['Fail'],29.0,['Fail'],31.0,['Pass'],20.0,['Fail'],35.0,['Fail'],28.0,['Fail'],31.0,['Fail'],39.0,['Pass'],37.0,['Pass'],33.0
528.0,wp_3,2.0,wc_2,79.0,"{'Pass': 26, 'Fail': 74}",['Fail'],34.0,['Fail'],39.0,['Fail'],34.0,['Fail'],27.0,['Fail'],37.0,['Fail'],30.0,['Fail'],24.0,['Fail'],33.0,['Fail'],25.0,['Fail'],27.0,['Fail'],26.0,['Fail'],34.0,['Fail'],28.0,['Fail'],26.0,['Fail'],40.0,['Fail'],25.0,['Fail'],20.0
538.0,wp_1,4.0,wc_4,72.0,"{'Pass': 76, 'Fail': 24}",['Pass'],37.0,['Fail'],24.0,['Pass'],31.0,['Pass'],20.0,['Fail'],20.0,['Fail'],34.0,['Pass'],20.0,['Pass'],38.0,['Pass'],26.0,['Pass'],28.0,['Pass'],29.0,['Fail'],22.0,['Fail'],29.0,['Pass'],24.0,['Pass'],25.0,['Fail'],22.0,['Pass'],33.0
577.0,wp_5,3.0,wc_3,74.0,"{'Pass': 96, 'Fail': 4}",['Pass'],37.0,['Pass'],24.0,['Pass'],29.0,['Pass'],39.0,['Pass'],21.0,['Pass'],32.0,['Pass'],37.0,['Pass'],31.0,['Pass'],38.0,['Pass'],24.0,['Pass'],24.0,['Pass'],25.0,['Pass'],37.0,['Pass'],22.0,['Pass'],28.0,['Pass'],28.0,['Pass'],25.0
607.0,wp_4,2.0,wc_2,73.0,"{'Pass': 68, 'Fail': 32}",['Fail'],25.0,['Fail'],23.0,['Pass'],23.0,['Fail'],34.0,['Fail'],27.0,['Fail'],23.0,['Fail'],21.0,['Pass'],38.0,['Fail'],30.0,['Pass'],26.0,['Fail'],30.0,['Fail'],25.0,['Pass'],21.0,['Pass'],33.0,['Pass'],22.0,['Pass'],29.0,['Pass'],35.0
652.0,wp_1,3.0,wc_3,60.0,"{'Pass': 36, 'Fail': 64}",['Pass'],29.0,['Pass'],20.0,['Pass'],24.0,['Pass'],24.0,['Fail'],23.0,['Fail'],38.0,['Fail'],26.0,['Fail'],34.0,['Pass'],20.0,['Pass'],29.0,['Pass'],34.0,['Fail'],38.0,['Fail'],40.0,['Fail'],25.0,['Fail'],29.0,['Pass'],29.0,['Pass'],33.0
652.0,wp_5,5.0,wc_5,60.0,"{'Pass': 62, 'Fail': 38}",['Fail'],40.0,['Pass'],40.0,['Pass'],20.0,['Fail'],25.0,['Fail'],25.0,['Pass'],35.0,['Fail'],21.0,['Pass'],26.0,['Pass'],40.0,['Pass'],24.0,['Pass'],25.0,['Pass'],32.0,['Pass'],30.0,['Fail'],25.0,['Pass'],38.0,['Pass'],23.0,['Fail'],39.0
681.0,wp_2,2.0,wc_2,65.0,"{'Pass': 7, 'Fail': 93}",['Fail'],29.0,['Fail'],29.0,['Fail'],20.0,['Fail'],35.0,['Fail'],21.0,['Fail'],39.0,['Fail'],24.0,['Fail'],37.0,['Fail'],35.0,['Fail'],34.0,['Fail'],40.0,['Fail'],28.0,['Fail'],35.0,['Fail'],33.0,['Fail'],25.0,['Fail'],25.0,['Pass'],21.0
681.0,wp_4,4.0,wc_4,79.0,"{'Pass': 73, 'Fail': 27}",['Pass'],24.0,['Pass'],27.0,['Pass'],39.0,['Pass'],35.0,['Fail'],37.0,['Pass'],33.0,['Pass'],20.0,['Pass'],31.0,['Pass'],34.0,['Fail'],38.0,['Pass'],25.0,['Pass'],27.0,['Pass'],34.0,['Pass'],29.0,['Pass'],38.0,['Fail'],21.0,['Pass'],29.0
713.0,wp_5,6.0,wc_6,50.0,"{'Pass': 38, 'Fail': 62}",['Pass'],29.0,['Fail'],28.0,['Fail'],35.0,['Fail'],35.0,['Fail'],29.0,['Fail'],35.0,['Pass'],28.0,['Fail'],34.0,['Fail'],36.0,['Pass'],20.0,['Fail'],31.0,['Fail'],37.0,['Pass'],40.0,['Pass'],36.0,['Fail'],34.0,['Fail'],38.0,['Fail'],23.0
712.0,wp_3,3.0,wc_3,65.0,"{'Pass': 89, 'Fail': 11}",['Fail'],39.0,['Pass'],39.0,['Pass'],35.0,['Fail'],40.0,['Pass'],26.0,['Pass'],22.0,['Pass'],20.0,['Pass'],23.0,['Pass'],26.0,['Pass'],28.0,['Pass'],25.0,['Pass'],21.0,['Pass'],35.0,['Pass'],40.0,['Fail'],36.0,['Pass'],38.0,['Pass'],35.0
747.0,wp_1,2.0,wc_2,74.0,"{'Pass': 62, 'Fail': 38}",['Pass'],35.0,['Pass'],36.0,['Pass'],37.0,['Pass'],40.0,['Fail'],23.0,['Fail'],24.0,['Fail'],34.0,['Pass'],22.0,['Fail'],28.0,['Pass'],22.0,['Pass'],38.0,['Pass'],32.0,['Pass'],21.0,['Pass'],25.0,['Pass'],27.0,['Fail'],34.0,['Fail'],20.0
764.0,wp_5,6.0,wc_6,63.0,"{'Pass': 71, 'Fail': 29}",['Pass'],24.0,['Fail'],31.0,['Pass'],28.0,['Pass'],35.0,['Pass'],35.0,['Fail'],36.0,['Pass'],27.0,['Pass'],32.0,['Pass'],26.0,['Pass'],26.0,['Pass'],34.0,['Pass'],20.0,['Fail'],27.0,['Pass'],32.0,['Pass'],31.0,['Pass'],20.0,['Pass'],28.0
777.0,wp_4,3.0,wc_3,53.0,"{'Pass': 23, 'Fail': 77}",['Fail'],28.0,['Fail'],25.0,['Fail'],38.0,['Fail'],39.0,['Fail'],21.0,['Fail'],31.0,['Fail'],27.0,['Fail'],35.0,['Pass'],36.0,['Fail'],34.0,['Fail'],27.0,['Fail'],32.0,['Fail'],20.0,['Fail'],36.0,['Fail'],38.0,['Fail'],29.0,['Fail'],25.0
821.0,wp_2,2.0,wc_2,59.0,"{'Pass': 87, 'Fail': 13}",['Pass'],39.0,['Pass'],33.0,['Pass'],35.0,['Pass'],35.0,['Pass'],38.0,['Pass'],38.0,['Pass'],35.0,['Fail'],39.0,['Pass'],29.0,['Fail'],31.0,['Pass'],24.0,['Pass'],28.0,['Pass'],29.0,['Pass'],31.0,['Pass'],32.0,['Pass'],28.0,['Pass'],28.0
828.0,wp_5,10.0,wc_10,61.0,"{'Pass': 82, 'Fail': 18}",['Pass'],29.0,['Pass'],33.0,['Pass'],26.0,['Pass'],31.0,['Pass'],27.0,['Pass'],20.0,['Fail'],22.0,['Pass'],39.0,['Pass'],36.0,['Pass'],24.0,['Pass'],20.0,['Pass'],40.0,['Pass'],20.0,['Pass'],29.0,['Pass'],33.0,['Pass'],30.0,['Pass'],39.0
831.0,wp_1,3.0,wc_3,74.0,"{'Pass': 70, 'Fail': 30}",['Fail'],39.0,['Fail'],35.0,['Pass'],38.0,['Fail'],24.0,['Pass'],33.0,['Pass'],28.0,['Pass'],30.0,['Pass'],35.0,['Pass'],24.0,['Fail'],20.0,['Pass'],23.0,['Pass'],27.0,['Pass'],37.0,['Fail'],31.0,['Fail'],34.0,['Pass'],33.0,['Pass'],33.0
880.0,wp_3,2.0,wc_2,70.0,"{'Pass': 13, 'Fail': 87}",['Fail'],40.0,['Pass'],34.0,['Fail'],31.0,['Fail'],23.0,['Fail'],26.0,['Fail'],39.0,['Fail'],27.0,['Fail'],40.0,['Fail'],34.0,['Fail'],31.0,['Fail'],40.0,['Fail'],27.0,['Fail'],40.0,['Fail'],37.0,['Fail'],20.0,['Fail'],36.0,['Fail'],27.0
906.0,wp_1,5.0,wc_5,51.0,"{'Pass': 52, 'Fail': 48}",['Pass'],30.0,['Pass'],37.0,['Pass'],33.0,['Fail'],22.0,['Fail'],32.0,['Pass'],28.0,['Fail'],24.0,['Pass'],39.0,['Pass'],26.0,['Pass'],22.0,['Pass'],20.0,['Pass'],35.0,['Pass'],25.0,['Pass'],32.0,['Fail'],35.0,['Pass'],32.0,['Fail'],34.0
905.0,wp_2,3.0,wc_3,55.0,"{'Pass': 22, 'Fail': 78}",['Fail'],23.0,['Fail'],28.0,['Fail'],31.0,['Fail'],20.0,['Fail'],23.0,['Fail'],39.0,['Fail'],26.0,['Fail'],27.0,['Pass'],21.0,['Fail'],24.0,['Fail'],38.0,['Fail'],22.0,['Fail'],32.0,['Fail'],40.0,['Fail'],23.0,['Fail'],36.0,['Fail'],26.0
890.0,wp_5,8.0,wc_8,71.0,"{'Pass': 100, 'Fail': 0}",['Pass'],37.0,['Pass'],37.0,['Pass'],28.0,['Pass'],37.0,['Pass'],35.0,['Pass'],28.0,['Pass'],24.0,['Pass'],25.0,['Pass'],33.0,['Pass'],25.0,['Pass'],37.0,['Pass'],24.0,['Pass'],31.0,['Pass'],28.0,['Pass'],20.0,['Pass'],31.0,['Pass'],20.0
958.0,wp_1,6.0,wc_6,52.0,"{'Pass': 73, 'Fail': 27}",['Pass'],26.0,['Fail'],20.0,['Fail'],37.0,['Pass'],35.0,['Fail'],32.0,['Fail'],40.0,['Pass'],40.0,['Pass'],33.0,['Pass'],30.0,['Pass'],27.0,['Pass'],32.0,['Pass'],29.0,['Fail'],37.0,['Pass'],37.0,['Pass'],21.0,['Pass'],27.0,['Pass'],30.0
951.0,wp_3,2.0,wc_2,64.0,"{'Pass': 16, 'Fail': 84}",['Fail'],22.0,['Fail'],32.0,['Fail'],27.0,['Fail'],20.0,['Fail'],38.0,['Fail'],38.0,['Fail'],33.0,['Fail'],32.0,['Fail'],39.0,['Fail'],21.0,['Fail'],27.0,['Fail'],23.0,['Fail'],28.0,['Fail'],30.0,['Pass'],34.0,['Fail'],37.0,['Fail'],30.0
962.0,wp_5,11.0,wc_11,60.0,"{'Pass': 65, 'Fail': 35}",['Pass'],27.0,['Pass'],24.0,['Pass'],38.0,['Pass'],35.0,['Fail'],35.0,['Fail'],36.0,['Pass'],28.0,['Pass'],22.0,['Fail'],34.0,['Pass'],25.0,['Pass'],33.0,['Pass'],25.0,['Pass'],27.0,['Pass'],34.0,['Fail'],24.0,['Pass'],21.0,['Pass'],26.0
960.0,wp_4,3.0,wc_3,63.0,"{'Pass': 70, 'Fail': 30}",['Pass'],39.0,['Pass'],23.0,['Pass'],40.0,['Pass'],21.0,['Pass'],24.0,['Fail'],24.0,['Fail'],40.0,['Fail'],21.0,['Pass'],36.0,['Pass'],38.0,['Fail'],36.0,['Pass'],35.0,['Pass'],23.0,['Pass'],35.0,['Pass'],31.0,['Fail'],33.0,['Fail'],37.0
1024.0,wp_2,3.0,wc_3,53.0,"{'Pass': 35, 'Fail': 65}",['Pass'],35.0,['Fail'],28.0,['Fail'],27.0,['Pass'],25.0,['Fail'],37.0,['Fail'],34.0,['Pass'],38.0,['Fail'],38.0,['Fail'],20.0,['Pass'],35.0,['Fail'],31.0,['Fail'],24.0,['Fail'],33.0,['Pass'],38.0,['Pass'],37.0,['Fail'],26.0,['Pass'],22.0
1023.0,wp_5,9.0,wc_9,54.0,"{'Pass': 81, 'Fail': 19}",['Pass'],34.0,['Fail'],37.0,['Pass'],39.0,['Pass'],29.0,['Pass'],22.0,['Pass'],33.0,['Fail'],20.0,['Pass'],31.0,['Pass'],33.0,['Pass'],20.0,['Pass'],39.0,['Pass'],29.0,['Pass'],38.0,['Pass'],36.0,['Pass'],31.0,['Pass'],28.0,['Pass'],36.0
1011.0,wp_1,7.0,wc_7,70.0,"{'Pass': 41, 'Fail': 59}",['Pass'],39.0,['Pass'],37.0,['Pass'],23.0,['Fail'],36.0,['Fail'],31.0,['Fail'],35.0,['Fail'],27.0,['Pass'],31.0,['Fail'],39.0,['Pass'],36.0,['Fail'],37.0,['Pass'],32.0,['Fail'],37.0,['Fail'],22.0,['Pass'],29.0,['Fail'],31.0,['Fail'],22.0
1016.0,wp_3,2.0,wc_2,71.0,"{'Pass': 70, 'Fail': 30}",['Pass'],24.0,['Fail'],29.0,['Pass'],39.0,['Pass'],38.0,['Pass'],35.0,['Fail'],35.0,['Pass'],31.0,['Pass'],33.0,['Pass'],30.0,['Fail'],31.0,['Pass'],24.0,['Pass'],37.0,['Pass'],27.0,['Pass'],33.0,['Pass'],22.0,['Pass'],20.0,['Fail'],24.0
1024.0,wp_4,5.0,wc_5,65.0,"{'Pass': 37, 'Fail': 63}",['Fail'],34.0,['Pass'],28.0,['Pass'],28.0,['Pass'],34.0,['Fail'],33.0,['Pass'],33.0,['Fail'],21.0,['Pass'],30.0,['Fail'],25.0,['Pass'],31.0,['Fail'],27.0,['Fail'],25.0,['Pass'],38.0,['Pass'],26.0,['Fail'],39.0,['Pass'],37.0,['Fail'],32.0
1078.0,wp_2,3.0,wc_3,53.0,"{'Pass': 84, 'Fail': 16}",['Pass'],25.0,['Pass'],26.0,['Pass'],35.0,['Pass'],27.0,['Pass'],39.0,['Fail'],23.0,['Pass'],27.0,['Pass'],36.0,['Pass'],24.0,['Fail'],30.0,['Pass'],37.0,['Fail'],32.0,['Pass'],27.0,['Pass'],37.0,['Pass'],24.0,['Fail'],40.0,['Pass'],30.0
1081.0,wp_5,7.0,wc_7,50.0,"{'Pass': 97, 'Fail': 3}",['Pass'],28.0,['Pass'],24.0,['Pass'],20.0,['Pass'],22.0,['Pass'],21.0,['Pass'],31.0,['Pass'],25.0,['Pass'],25.0,['Pass'],25.0,['Pass'],31.0,['Pass'],25.0,['Pass'],22.0,['Pass'],32.0,['Pass'],40.0,['Pass'],34.0,['Pass'],40.0,['Pass'],25.0
1082.0,wp_1,9.0,wc_9,67.0,"{'Pass': 43, 'Fail': 57}",['Pass'],32.0,['Pass'],36.0,['Pass'],25.0,['Pass'],32.0,['Fail'],38.0,['Pass'],26.0,['Fail'],32.0,['Pass'],28.0,['Fail'],26.0,['Fail'],20.0,['Fail'],35.0,['Fail'],21.0,['Pass'],20.0,['Fail'],35.0,['Fail'],26.0,['Fail'],20.0,['Fail'],28.0
1090.0,wp_3,5.0,wc_5,76.0,"{'Pass': 67, 'Fail': 33}",['Fail'],35.0,['Fail'],35.0,['Pass'],39.0,['Fail'],22.0,['Pass'],31.0,['Fail'],31.0,['Pass'],39.0,['Fail'],36.0,['Pass'],24.0,['Pass'],29.0,['Pass'],32.0,['Pass'],38.0,['Pass'],40.0,['Pass'],38.0,['Fail'],31.0,['Fail'],30.0,['Pass'],23.0
1150.0,wp_1,11.0,wc_11,57.0,"{'Pass': 44, 'Fail': 56}",['Fail'],36.0,['Fail'],21.0,['Fail'],30.0,['Fail'],30.0,['Fail'],31.0,['Fail'],25.0,['Pass'],21.0,['Fail'],24.0,['Fail'],32.0,['Pass'],25.0,['Pass'],30.0,['Fail'],35.0,['Pass'],38.0,['Fail'],26.0,['Pass'],25.0,['Fail'],40.0,['Pass'],26.0
1132.0,wp_5,12.0,wc_12,76.0,"{'Pass': 17, 'Fail': 83}",['Pass'],36.0,['Fail'],40.0,['Pass'],34.0,['Fail'],20.0,['Fail'],27.0,['Pass'],30.0,['Fail'],39.0,['Fail'],30.0,['Fail'],39.0,['Fail'],22.0,['Fail'],31.0,['Fail'],30.0,['Fail'],40.0,['Fail'],20.0,['Fail'],22.0,['Fail'],21.0,['Fail'],27.0
1167.0,wp_3,6.0,wc_6,61.0,"{'Pass': 17, 'Fail': 83}",['Fail'],21.0,['Fail'],24.0,['Fail'],36.0,['Fail'],24.0,['Pass'],26.0,['Fail'],29.0,['Fail'],38.0,['Fail'],38.0,['Fail'],23.0,['Fail'],26.0,['Fail'],26.0,['Fail'],26.0,['Fail'],23.0,['Fail'],30.0,['Pass'],33.0,['Fail'],22.0,['Fail'],23.0
1166.0,wp_4,5.0,wc_5,65.0,"{'Pass': 26, 'Fail': 74}",['Pass'],22.0,['Fail'],31.0,['Pass'],22.0,['Fail'],36.0,['Fail'],37.0,['Fail'],38.0,['Pass'],33.0,['Fail'],39.0,['Fail'],23.0,['Fail'],27.0,['Fail'],24.0,['Pass'],31.0,['Fail'],21.0,['Pass'],38.0,['Fail'],40.0,['Pass'],38.0,['Fail'],36.0
1209.0,wp_5,12.0,wc_12,50.0,"{'Pass': 11, 'Fail': 89}",['Fail'],32.0,['Fail'],21.0,['Pass'],32.0,['Fail'],25.0,['Fail'],29.0,['Fail'],22.0,['Fail'],32.0,['Fail'],23.0,['Pass'],32.0,['Fail'],38.0,['Fail'],25.0,['Fail'],38.0,['Fail'],24.0,['Fail'],27.0,['Pass'],28.0,['Pass'],20.0,['Fail'],36.0
1208.0,wp_1,11.0,wc_11,69.0,"{'Pass': 28, 'Fail': 72}",['Pass'],33.0,['Fail'],35.0,['Fail'],36.0,['Pass'],20.0,['Fail'],29.0,['Pass'],37.0,['Fail'],26.0,['Fail'],39.0,['Pass'],20.0,['Fail'],32.0,['Fail'],39.0,['Fail'],40.0,['Pass'],40.0,['Fail'],27.0,['Fail'],27.0,['Pass'],32.0,['Fail'],24.0
