time_step,workpiece_id,step_idx,workcell_id,production_time,actual_quality,qc_wc_1_results,qc_wc_1_time,qc_wc_2_results,qc_wc_2_time,qc_wc_3_results,qc_wc_3_time,qc_wc_4_results,qc_wc_4_time,qc_wc_5_results,qc_wc_5_time,qc_wc_6_results,qc_wc_6_time,qc_wc_7_results,qc_wc_7_time,qc_wc_8_results,qc_wc_8_time,qc_wc_9_results,qc_wc_9_time,qc_wc_10_results,qc_wc_10_time,qc_wc_11_results,qc_wc_11_time,qc_wc_12_results,qc_wc_12_time,qc_wc_13_results,qc_wc_13_time,qc_wc_14_results,qc_wc_14_time,qc_wc_15_results,qc_wc_15_time,qc_wc_16_results,qc_wc_16_time,qc_wc_17_results,qc_wc_17_time
447.0,wp_5,1.0,wc_1,71.0,"{'Pass': 43, 'Fail': 57}",['Pass'],34.0,['Fail'],27.0,['Fail'],31.0,['Pass'],20.0,['Fail'],34.0,['Fail'],30.0,['Fail'],33.0,['Fail'],38.0,['Fail'],33.0,['Fail'],34.0,['Fail'],30.0,['Pass'],23.0,['Pass'],36.0,['Pass'],38.0,['Pass'],40.0,['Pass'],30.0,['Pass'],39.0
468.0,wp_3,2.0,wc_2,55.0,"{'Pass': 57, 'Fail': 43}",['Pass'],29.0,['Pass'],31.0,['Pass'],34.0,['Fail'],32.0,['Fail'],26.0,['Fail'],28.0,['Pass'],39.0,['Fail'],23.0,['Pass'],38.0,['Fail'],39.0,['Fail'],20.0,['Pass'],33.0,['Fail'],35.0,['Pass'],22.0,['Pass'],21.0,['Pass'],35.0,['Pass'],30.0
501.0,wp_2,4.0,wc_4,60.0,"{'Pass': 37, 'Fail': 63}",['Pass'],24.0,['Fail'],39.0,['Fail'],29.0,['Fail'],32.0,['Fail'],22.0,['Fail'],37.0,['Fail'],22.0,['Fail'],22.0,['Fail'],30.0,['Fail'],31.0,['Pass'],25.0,['Fail'],39.0,['Pass'],21.0,['Fail'],26.0,['Fail'],22.0,['Pass'],22.0,['Fail'],21.0
524.0,wp_3,5.0,wc_5,61.0,"{'Pass': 81, 'Fail': 19}",['Pass'],36.0,['Pass'],33.0,['Fail'],36.0,['Pass'],40.0,['Pass'],27.0,['Pass'],20.0,['Pass'],34.0,['Pass'],37.0,['Pass'],40.0,['Fail'],33.0,['Fail'],39.0,['Pass'],20.0,['Pass'],26.0,['Fail'],31.0,['Fail'],26.0,['Pass'],33.0,['Pass'],32.0
523.0,wp_4,2.0,wc_2,63.0,"{'Pass': 25, 'Fail': 75}",['Fail'],35.0,['Fail'],39.0,['Fail'],40.0,['Fail'],21.0,['Fail'],39.0,['Fail'],25.0,['Fail'],21.0,['Fail'],40.0,['Fail'],35.0,['Pass'],33.0,['Pass'],40.0,['Pass'],35.0,['Pass'],22.0,['Fail'],38.0,['Fail'],34.0,['Fail'],27.0,['Fail'],30.0
519.0,wp_1,1.0,wc_1,74.0,"{'Pass': 92, 'Fail': 8}",['Pass'],40.0,['Pass'],31.0,['Pass'],35.0,['Pass'],25.0,['Pass'],21.0,['Pass'],26.0,['Pass'],36.0,['Pass'],35.0,['Pass'],23.0,['Pass'],21.0,['Pass'],26.0,['Pass'],32.0,['Fail'],21.0,['Pass'],25.0,['Pass'],20.0,['Fail'],29.0,['Pass'],34.0
562.0,wp_2,4.0,wc_4,56.0,"{'Pass': 25, 'Fail': 75}",['Fail'],33.0,['Fail'],37.0,['Pass'],37.0,['Fail'],29.0,['Fail'],27.0,['Fail'],21.0,['Pass'],35.0,['Fail'],35.0,['Fail'],23.0,['Pass'],36.0,['Fail'],40.0,['Fail'],40.0,['Fail'],28.0,['Fail'],20.0,['Pass'],40.0,['Pass'],29.0,['Pass'],26.0
586.0,wp_3,6.0,wc_6,72.0,"{'Pass': 8, 'Fail': 92}",['Pass'],35.0,['Fail'],40.0,['Fail'],27.0,['Fail'],38.0,['Fail'],22.0,['Fail'],35.0,['Fail'],30.0,['Fail'],30.0,['Fail'],34.0,['Fail'],37.0,['Pass'],22.0,['Pass'],34.0,['Fail'],22.0,['Fail'],26.0,['Fail'],28.0,['Fail'],20.0,['Fail'],32.0
593.0,wp_5,1.0,wc_1,65.0,"{'Pass': 85, 'Fail': 15}",['Pass'],34.0,['Pass'],37.0,['Pass'],36.0,['Pass'],22.0,['Pass'],21.0,['Pass'],35.0,['Pass'],25.0,['Pass'],32.0,['Fail'],37.0,['Pass'],21.0,['Pass'],28.0,['Pass'],34.0,['Pass'],27.0,['Pass'],26.0,['Pass'],23.0,['Pass'],24.0,['Fail'],26.0
594.0,wp_1,3.0,wc_3,65.0,"{'Pass': 18, 'Fail': 82}",['Fail'],39.0,['Fail'],33.0,['Pass'],30.0,['Fail'],30.0,['Fail'],38.0,['Fail'],26.0,['Fail'],29.0,['Fail'],39.0,['Fail'],29.0,['Fail'],31.0,['Pass'],29.0,['Fail'],33.0,['Fail'],38.0,['Fail'],34.0,['Fail'],22.0,['Fail'],29.0,['Pass'],24.0
587.0,wp_4,2.0,wc_2,77.0,"{'Pass': 40, 'Fail': 60}",['Pass'],21.0,['Fail'],39.0,['Fail'],35.0,['Fail'],21.0,['Fail'],38.0,['Pass'],24.0,['Pass'],40.0,['Fail'],22.0,['Fail'],30.0,['Pass'],22.0,['Pass'],23.0,['Fail'],20.0,['Pass'],31.0,['Pass'],37.0,['Fail'],40.0,['Pass'],37.0,['Pass'],33.0
619.0,wp_2,4.0,wc_4,67.0,"{'Pass': 4, 'Fail': 96}",['Fail'],36.0,['Fail'],27.0,['Fail'],30.0,['Fail'],20.0,['Fail'],25.0,['Fail'],29.0,['Fail'],40.0,['Fail'],25.0,['Fail'],39.0,['Fail'],34.0,['Fail'],40.0,['Fail'],20.0,['Fail'],37.0,['Fail'],25.0,['Fail'],24.0,['Fail'],36.0,['Fail'],21.0
665.0,wp_1,2.0,wc_2,65.0,"{'Pass': 66, 'Fail': 34}",['Fail'],24.0,['Pass'],23.0,['Pass'],35.0,['Pass'],26.0,['Fail'],33.0,['Fail'],37.0,['Fail'],29.0,['Fail'],26.0,['Pass'],23.0,['Pass'],25.0,['Pass'],30.0,['Pass'],37.0,['Pass'],29.0,['Pass'],27.0,['Fail'],24.0,['Pass'],35.0,['Pass'],35.0
659.0,wp_5,3.0,wc_3,77.0,"{'Pass': 0, 'Fail': 100}",['Fail'],25.0,['Fail'],27.0,['Fail'],28.0,['Fail'],22.0,['Fail'],31.0,['Fail'],29.0,['Fail'],24.0,['Fail'],27.0,['Fail'],33.0,['Fail'],38.0,['Fail'],29.0,['Fail'],27.0,['Fail'],32.0,['Fail'],27.0,['Fail'],30.0,['Fail'],29.0,['Fail'],22.0
659.0,wp_3,6.0,wc_6,78.0,"{'Pass': 77, 'Fail': 23}",['Pass'],36.0,['Fail'],40.0,['Pass'],31.0,['Fail'],21.0,['Pass'],25.0,['Fail'],23.0,['Pass'],28.0,['Pass'],35.0,['Fail'],32.0,['Fail'],24.0,['Pass'],30.0,['Pass'],25.0,['Pass'],40.0,['Pass'],40.0,['Pass'],36.0,['Pass'],40.0,['Pass'],23.0
687.0,wp_2,4.0,wc_4,72.0,"{'Pass': 25, 'Fail': 75}",['Pass'],23.0,['Pass'],37.0,['Fail'],34.0,['Pass'],29.0,['Fail'],22.0,['Fail'],25.0,['Fail'],33.0,['Fail'],27.0,['Pass'],40.0,['Fail'],25.0,['Pass'],22.0,['Fail'],21.0,['Pass'],29.0,['Fail'],32.0,['Fail'],35.0,['Pass'],32.0,['Fail'],25.0
730.0,wp_4,2.0,wc_2,58.0,"{'Pass': 53, 'Fail': 47}",['Pass'],27.0,['Pass'],37.0,['Pass'],34.0,['Fail'],29.0,['Pass'],33.0,['Pass'],38.0,['Fail'],26.0,['Pass'],27.0,['Pass'],33.0,['Fail'],39.0,['Pass'],24.0,['Pass'],23.0,['Fail'],40.0,['Pass'],39.0,['Fail'],39.0,['Fail'],32.0,['Pass'],28.0
738.0,wp_3,9.0,wc_9,70.0,"{'Pass': 67, 'Fail': 33}",['Fail'],24.0,['Pass'],24.0,['Pass'],38.0,['Fail'],22.0,['Pass'],23.0,['Pass'],36.0,['Fail'],23.0,['Fail'],24.0,['Fail'],23.0,['Pass'],38.0,['Pass'],34.0,['Pass'],26.0,['Fail'],24.0,['Pass'],38.0,['Pass'],20.0,['Pass'],21.0,['Fail'],40.0
737.0,wp_1,3.0,wc_3,72.0,"{'Pass': 32, 'Fail': 68}",['Fail'],24.0,['Fail'],22.0,['Pass'],38.0,['Pass'],38.0,['Pass'],27.0,['Fail'],39.0,['Pass'],33.0,['Fail'],33.0,['Fail'],23.0,['Pass'],33.0,['Fail'],32.0,['Pass'],33.0,['Pass'],28.0,['Pass'],24.0,['Fail'],28.0,['Fail'],36.0,['Fail'],37.0
759.0,wp_5,4.0,wc_4,63.0,"{'Pass': 40, 'Fail': 60}",['Pass'],39.0,['Fail'],31.0,['Pass'],36.0,['Fail'],28.0,['Fail'],25.0,['Fail'],35.0,['Pass'],28.0,['Fail'],35.0,['Fail'],25.0,['Fail'],20.0,['Pass'],35.0,['Pass'],39.0,['Fail'],36.0,['Pass'],20.0,['Pass'],30.0,['Pass'],20.0,['Fail'],25.0
789.0,wp_2,2.0,wc_2,55.0,"{'Pass': 0, 'Fail': 100}",['Fail'],34.0,['Fail'],37.0,['Fail'],21.0,['Fail'],23.0,['Fail'],33.0,['Fail'],20.0,['Fail'],26.0,['Fail'],20.0,['Fail'],36.0,['Fail'],36.0,['Fail'],23.0,['Fail'],29.0,['Fail'],37.0,['Fail'],27.0,['Fail'],27.0,['Fail'],23.0,['Fail'],31.0
789.0,wp_4,5.0,wc_5,58.0,"{'Pass': 61, 'Fail': 39}",['Pass'],25.0,['Fail'],27.0,['Pass'],30.0,['Fail'],20.0,['Pass'],22.0,['Pass'],40.0,['Pass'],26.0,['Fail'],37.0,['Pass'],32.0,['Pass'],22.0,['Fail'],27.0,['Fail'],40.0,['Pass'],40.0,['Pass'],26.0,['Fail'],39.0,['Pass'],29.0,['Fail'],36.0
810.0,wp_1,3.0,wc_3,50.0,"{'Pass': 16, 'Fail': 84}",['Fail'],22.0,['Fail'],29.0,['Fail'],39.0,['Fail'],29.0,['Pass'],28.0,['Fail'],40.0,['Fail'],38.0,['Fail'],27.0,['Fail'],29.0,['Fail'],21.0,['Fail'],32.0,['Fail'],29.0,['Fail'],22.0,['Fail'],22.0,['Fail'],33.0,['Fail'],32.0,['Fail'],34.0
809.0,wp_3,11.0,wc_11,51.0,"{'Pass': 11, 'Fail': 89}",['Fail'],27.0,['Fail'],21.0,['Fail'],21.0,['Fail'],39.0,['Fail'],38.0,['Fail'],35.0,['Fail'],35.0,['Fail'],37.0,['Fail'],22.0,['Fail'],33.0,['Pass'],29.0,['Fail'],39.0,['Fail'],28.0,['Fail'],28.0,['Fail'],26.0,['Fail'],33.0,['Fail'],20.0
823.0,wp_5,4.0,wc_4,68.0,"{'Pass': 74, 'Fail': 26}",['Pass'],34.0,['Pass'],25.0,['Pass'],33.0,['Pass'],31.0,['Pass'],20.0,['Fail'],24.0,['Pass'],27.0,['Pass'],28.0,['Pass'],23.0,['Pass'],23.0,['Fail'],28.0,['Fail'],40.0,['Pass'],26.0,['Pass'],20.0,['Pass'],24.0,['Pass'],21.0,['Pass'],34.0
848.0,wp_4,6.0,wc_6,62.0,"{'Pass': 72, 'Fail': 28}",['Pass'],20.0,['Pass'],36.0,['Pass'],20.0,['Fail'],39.0,['Pass'],31.0,['Pass'],36.0,['Fail'],36.0,['Pass'],22.0,['Pass'],40.0,['Fail'],36.0,['Pass'],40.0,['Fail'],21.0,['Pass'],33.0,['Pass'],20.0,['Pass'],20.0,['Pass'],32.0,['Fail'],22.0
861.0,wp_1,3.0,wc_3,55.0,"{'Pass': 44, 'Fail': 56}",['Fail'],25.0,['Fail'],40.0,['Fail'],25.0,['Fail'],36.0,['Fail'],33.0,['Fail'],37.0,['Fail'],39.0,['Pass'],37.0,['Fail'],28.0,['Pass'],35.0,['Pass'],25.0,['Pass'],21.0,['Pass'],40.0,['Pass'],32.0,['Pass'],35.0,['Fail'],27.0,['Pass'],30.0
845.0,wp_2,2.0,wc_2,79.0,"{'Pass': 88, 'Fail': 12}",['Fail'],30.0,['Pass'],27.0,['Pass'],28.0,['Pass'],20.0,['Pass'],28.0,['Fail'],26.0,['Pass'],23.0,['Pass'],32.0,['Pass'],25.0,['Fail'],28.0,['Pass'],29.0,['Pass'],37.0,['Pass'],20.0,['Fail'],24.0,['Pass'],38.0,['Fail'],30.0,['Pass'],28.0
861.0,wp_3,10.0,wc_10,77.0,"{'Pass': 67, 'Fail': 33}",['Pass'],36.0,['Fail'],25.0,['Fail'],38.0,['Pass'],30.0,['Fail'],38.0,['Pass'],27.0,['Pass'],33.0,['Fail'],24.0,['Pass'],34.0,['Pass'],26.0,['Pass'],26.0,['Pass'],28.0,['Fail'],23.0,['Pass'],31.0,['Fail'],35.0,['Fail'],29.0,['Pass'],26.0
911.0,wp_4,7.0,wc_7,57.0,"{'Pass': 55, 'Fail': 45}",['Pass'],28.0,['Fail'],24.0,['Pass'],30.0,['Fail'],22.0,['Fail'],22.0,['Fail'],29.0,['Pass'],34.0,['Pass'],24.0,['Pass'],25.0,['Fail'],30.0,['Pass'],20.0,['Pass'],39.0,['Pass'],20.0,['Fail'],38.0,['Fail'],36.0,['Fail'],37.0,['Pass'],29.0
916.0,wp_5,3.0,wc_3,55.0,"{'Pass': 22, 'Fail': 78}",['Fail'],26.0,['Fail'],20.0,['Pass'],40.0,['Fail'],36.0,['Fail'],28.0,['Fail'],26.0,['Fail'],31.0,['Fail'],24.0,['Fail'],39.0,['Fail'],24.0,['Fail'],34.0,['Fail'],38.0,['Pass'],32.0,['Fail'],39.0,['Fail'],29.0,['Pass'],40.0,['Pass'],32.0
939.0,wp_3,11.0,wc_11,50.0,"{'Pass': 92, 'Fail': 8}",['Fail'],25.0,['Pass'],31.0,['Fail'],29.0,['Pass'],38.0,['Pass'],20.0,['Pass'],27.0,['Pass'],22.0,['Pass'],40.0,['Pass'],33.0,['Pass'],30.0,['Fail'],28.0,['Pass'],24.0,['Pass'],25.0,['Pass'],28.0,['Pass'],22.0,['Pass'],20.0,['Pass'],39.0
917.0,wp_1,4.0,wc_4,75.0,"{'Pass': 9, 'Fail': 91}",['Fail'],20.0,['Fail'],35.0,['Fail'],36.0,['Fail'],35.0,['Pass'],40.0,['Fail'],27.0,['Fail'],31.0,['Fail'],30.0,['Fail'],36.0,['Fail'],39.0,['Pass'],35.0,['Fail'],20.0,['Fail'],34.0,['Fail'],22.0,['Fail'],30.0,['Fail'],27.0,['Fail'],34.0
969.0,wp_4,8.0,wc_8,53.0,"{'Pass': 1, 'Fail': 99}",['Fail'],20.0,['Fail'],28.0,['Fail'],31.0,['Fail'],33.0,['Fail'],31.0,['Fail'],40.0,['Fail'],27.0,['Fail'],24.0,['Fail'],37.0,['Fail'],30.0,['Fail'],21.0,['Fail'],38.0,['Fail'],21.0,['Fail'],27.0,['Fail'],23.0,['Fail'],26.0,['Fail'],31.0
972.0,wp_5,2.0,wc_2,59.0,"{'Pass': 17, 'Fail': 83}",['Fail'],35.0,['Fail'],27.0,['Fail'],24.0,['Fail'],33.0,['Fail'],37.0,['Fail'],22.0,['Pass'],27.0,['Pass'],33.0,['Fail'],40.0,['Pass'],32.0,['Fail'],26.0,['Fail'],21.0,['Fail'],28.0,['Fail'],38.0,['Fail'],27.0,['Pass'],29.0,['Fail'],20.0
972.0,wp_2,3.0,wc_3,62.0,"{'Pass': 89, 'Fail': 11}",['Pass'],40.0,['Pass'],37.0,['Pass'],37.0,['Pass'],24.0,['Pass'],27.0,['Pass'],23.0,['Pass'],28.0,['Pass'],20.0,['Pass'],24.0,['Pass'],27.0,['Pass'],40.0,['Pass'],29.0,['Pass'],32.0,['Pass'],21.0,['Fail'],40.0,['Pass'],33.0,['Pass'],40.0
990.0,wp_3,7.0,wc_7,80.0,"{'Pass': 17, 'Fail': 83}",['Fail'],20.0,['Fail'],40.0,['Fail'],36.0,['Fail'],21.0,['Fail'],40.0,['Fail'],36.0,['Fail'],22.0,['Fail'],26.0,['Fail'],20.0,['Fail'],29.0,['Pass'],32.0,['Fail'],37.0,['Fail'],30.0,['Fail'],35.0,['Fail'],31.0,['Fail'],38.0,['Fail'],37.0
993.0,wp_1,4.0,wc_4,80.0,"{'Pass': 57, 'Fail': 43}",['Fail'],20.0,['Pass'],33.0,['Pass'],24.0,['Pass'],26.0,['Pass'],34.0,['Fail'],32.0,['Pass'],28.0,['Fail'],30.0,['Pass'],36.0,['Fail'],40.0,['Pass'],39.0,['Pass'],35.0,['Pass'],31.0,['Pass'],36.0,['Fail'],29.0,['Pass'],28.0,['Fail'],23.0
1023.0,wp_4,10.0,wc_10,70.0,"{'Pass': 10, 'Fail': 90}",['Fail'],35.0,['Fail'],39.0,['Fail'],29.0,['Fail'],40.0,['Fail'],38.0,['Fail'],22.0,['Pass'],37.0,['Fail'],31.0,['Fail'],37.0,['Fail'],29.0,['Fail'],36.0,['Pass'],38.0,['Fail'],39.0,['Fail'],36.0,['Fail'],28.0,['Fail'],21.0,['Fail'],33.0
1032.0,wp_5,2.0,wc_2,78.0,"{'Pass': 47, 'Fail': 53}",['Fail'],26.0,['Fail'],27.0,['Fail'],28.0,['Pass'],28.0,['Fail'],25.0,['Pass'],22.0,['Fail'],39.0,['Pass'],21.0,['Pass'],26.0,['Pass'],29.0,['Pass'],21.0,['Fail'],38.0,['Pass'],40.0,['Fail'],37.0,['Fail'],22.0,['Pass'],38.0,['Fail'],29.0
1074.0,wp_1,3.0,wc_3,50.0,"{'Pass': 50, 'Fail': 50}",['Fail'],40.0,['Pass'],33.0,['Fail'],25.0,['Pass'],34.0,['Fail'],39.0,['Pass'],22.0,['Fail'],29.0,['Fail'],31.0,['Pass'],22.0,['Pass'],40.0,['Pass'],20.0,['Pass'],21.0,['Pass'],37.0,['Fail'],22.0,['Pass'],25.0,['Pass'],35.0,['Pass'],27.0
1071.0,wp_3,7.0,wc_7,59.0,"{'Pass': 33, 'Fail': 67}",['Fail'],21.0,['Fail'],31.0,['Fail'],20.0,['Pass'],30.0,['Fail'],29.0,['Fail'],39.0,['Pass'],37.0,['Fail'],20.0,['Fail'],38.0,['Fail'],39.0,['Pass'],38.0,['Pass'],23.0,['Fail'],24.0,['Fail'],20.0,['Pass'],22.0,['Pass'],20.0,['Fail'],39.0
1073.0,wp_2,4.0,wc_4,79.0,"{'Pass': 56, 'Fail': 44}",['Pass'],33.0,['Pass'],34.0,['Pass'],26.0,['Pass'],29.0,['Fail'],23.0,['Fail'],22.0,['Fail'],33.0,['Pass'],38.0,['Fail'],26.0,['Pass'],22.0,['Pass'],40.0,['Pass'],35.0,['Fail'],21.0,['Fail'],26.0,['Fail'],21.0,['Fail'],34.0,['Fail'],39.0
1094.0,wp_4,10.0,wc_10,77.0,"{'Pass': 13, 'Fail': 87}",['Fail'],32.0,['Fail'],39.0,['Fail'],36.0,['Fail'],28.0,['Pass'],31.0,['Fail'],21.0,['Fail'],34.0,['Fail'],25.0,['Fail'],39.0,['Fail'],38.0,['Fail'],34.0,['Fail'],22.0,['Fail'],29.0,['Fail'],20.0,['Fail'],32.0,['Fail'],24.0,['Fail'],30.0
1131.0,wp_3,7.0,wc_7,50.0,"{'Pass': 50, 'Fail': 50}",['Fail'],27.0,['Fail'],23.0,['Pass'],26.0,['Fail'],39.0,['Fail'],31.0,['Pass'],25.0,['Fail'],31.0,['Pass'],20.0,['Fail'],31.0,['Fail'],21.0,['Pass'],38.0,['Pass'],37.0,['Fail'],36.0,['Pass'],29.0,['Fail'],22.0,['Fail'],36.0,['Fail'],34.0
1111.0,wp_5,2.0,wc_2,70.0,"{'Pass': 30, 'Fail': 70}",['Fail'],25.0,['Fail'],31.0,['Fail'],38.0,['Pass'],37.0,['Fail'],31.0,['Fail'],32.0,['Fail'],28.0,['Fail'],26.0,['Fail'],26.0,['Fail'],30.0,['Pass'],25.0,['Fail'],37.0,['Fail'],32.0,['Fail'],32.0,['Fail'],30.0,['Fail'],23.0,['Pass'],33.0
1125.0,wp_1,3.0,wc_3,70.0,"{'Pass': 34, 'Fail': 66}",['Fail'],27.0,['Pass'],24.0,['Fail'],23.0,['Pass'],24.0,['Pass'],40.0,['Fail'],38.0,['Pass'],27.0,['Fail'],28.0,['Pass'],25.0,['Pass'],40.0,['Fail'],40.0,['Fail'],23.0,['Pass'],26.0,['Pass'],21.0,['Fail'],24.0,['Fail'],37.0,['Fail'],25.0
